MODULO;CODIGOPARAMETRO;DESCRIPCIONPARAMETRO;FUENTE;VALORPORDEFECTO;VALORPORCENTRO;ORGANIZACION;CENTRO;SERVICIO
Emergencias;PA_PASEME0051;Tipos de estados habilitados en urgencias;SFERE;;;;;
Emergencias;PA_PASEME0052;Tiempo de auto-refresco para la pantalla de Zonas de consulta de Urgencias (en segundos);SFERE;30000;;;;
Emergencias;PA_PASEME0053;Indica si esta habilitado el autorefresco en la pantalla de zonas de consulta;SFERE;1;;;;
Emergencias;PA_PASEME0054;Ocupar consulta (iniciar turno). Obligatorio inidicar consulta;SFERE;true;;;;
Emergencias;PA_PASEME0055;Triaje. Obligatorio asignar médico;SFERE;true;;;;
Emergencias;PA_PASEME0057;Opción imprimir DAU al dar alta de urgencias habilitado;SFERE;0;;;;
Emergencias;PA_PASEME0059;Usa clase de estado para calcular el tiempo transcurrido y alertas de tiempo;SFERE;false;;;;
Emergencias;PA_PASEME0062;Código de la característica de policonsultante;SFERE;;;;;
Emergencias;PA_PASEME0064;Indica si se utiliza la patología en lugar del motivo de consulta en las tarjetas de urgencias;SFERE;false;;;;
Emergencias;PA_PASEME0065;Indica si se maximiza la apertura por defecto de la zona de consulta de urgencias;SFERE;true;;;;
Emergencias;PA_PASEME0066;Tamaño de las tarjetas de la zona de consulta: small or medium;SFERE;small;medium;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Admisión;PA_PASADM0002;Unidad funcional por defecto para las UBAS Virtuales de Admisión;SFERE;;SEVQUI;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Admisión;PA_PASADM0006;Activacion de nuevos estados de cama(traslado en curso origen-destino);SFERE;false;;;;
Admisión;PA_PASADM0001;Sala de espera de ambulatorio por defecto;SFERE;SEATD2;03-SEHD;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Admisión;PA_PASADM0003;Número de días a partir del cual cambia el color de un paciente en estado Activo en LEQ;SFERE;50;;;;
Admisión;PA_PASADM0004;Número de días para que cumpla la garantía;SFERE;10;;;;
Admisión;PA_PASADM0005;Indica si se usa el estado en En Preparación como transición al Libre en el alta;SFERE;false;;;;
Admisión;PA_PASADM0007;Permitir modificar datos de hospitalizaciones, altas y urgencias desde la pantalla de Episodios.;SFERE;true;;;;
Admisión;PA_PASADM0008;Parámetro de admisión que indica el nombre del jasper que se utilizará en el centro del operador para generar las etiquetas de Admisión del paciente.;SFERE;;printClientLabelSevilla.jasper;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Admisión;PA_PASADM0010;Carga un tipo de vía por defecto para la dirección del paciente;SFERE;CL;;;;
Admisión;PA_PASADM0009;Carga un texto por defecto para la descripción de la dirección del paciente;SFERE;DESCONOCIDO;;;;
Admisión;PA_PASADM0011;El sistema genera número de orden de entrada y salida en episodios de atención de día;SFERE;0;;;;
Admisión;PA_RDPASADM0001;Habilita la búsqueda de pacientes en el padrón electoral.;SFERE;true;;;;
Admisión;PA_PASADM0013;Cita en RDQ es de Consultas Externas;SFERE;false;;;;
Admisión;PA_PASDIS0006;Aviso de registro de voluntades anticipadas del paciente en la admisión;SFERE;false;;;;
Admisión;PA_PASADM0012;Indica si se marca  el check duplicar el plan de cuidado en el Cambio de servicio(Valores 1 o 0);SFERE;0;;;;
Admisión;PA_PASADM0016;Formulario asociado a los ingresos de admisión (pestaña Formulario asociado al motivo de ingreso);SFERE;;;;;
Admisión;PA_PASADM0015;Control de pago en la admisión;SFERE;0;;;;
Admisión;PA_PASADM0019;Proponer la fecha y hora actual para la formalización de un preingreso;SFERE;0;;;;
Admisión;PA_COMCLI0017;Obligatoriedad en la Nacionalidad del Paciente;SFERE;0;;;;
Quirófano;PA_PASOPR0001;Hoja de Pre-anestesia;SFERE;PREANR;SEV_I_ANES;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Quirófano;PA_PASOPR0002;Hoja Operatoria;SFERE;;03-HOP;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Quirófano;PA_PASOPR0003;Servicio de Anestesia;SFERE;;03-ANR;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Quirófano;PA_PASOPR0004;Código del Resultado de los indicadores para la entrada/salida del Poseratorio;SFERE;2303;;;;
Quirófano;PA_PASOPR0026;Formulario Obstétrico asociado a la hoja operatoria por centro;SFERE;;;;;
Quirófano;PA_PASOPR0027;Formulario asociado a la hoja de registro de anestesia;SFERE;;;;;
Quirófano;PA_PASOPR0028;Informe asociado a la hoja de registro de anestesia;SFERE;INF_ANR;;;;
Quirófano;PA_PASOPR0025;Usa una hoja de datos anestésicos independiente de la hoja operatoria;SFERE;false;;;;
Quirófano;PA_PASOPR0029;Formulario de evaluación preanestésica;SFERE;;;;;
Quirófano;PA_PASOPR0023;Formulario asociado a reserva quirófano (pestaña datos adicionales);SFERE;;;;;
Quirófano;PA_PASOPR0034;Mostrar estado a la intervención;SFERE;false;;;;
Quirófano;PA_PASOPR0024;Búsqueda Sólo por Protocolos de Intervención;SFERE;false;;;;
Quirófano;PA_PASOPR0005;Formulario asociado a la Hoja Operatoria por centro;SFERE;;;;;
Quirófano;PA_PASOPR0008;Se va a usar el genericTreeSelector de Quirofanos en vez del combo;SFERE;false;;;;
Quirófano;PA_PASOPR0006;El sistema gestiona posibilidad de mostrar los materiales solicitados en la última intervención, con mismo procedimiento y cirujano principal;SFERE;0;;;;
Quirófano;PA_PASOPR0007;El sistema gestiona posibilidad de mostrar el equipo médico de la última intervención, con mismo quirófano;SFERE;0;1;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Quirófano;PA_PASOPR0009;Consola de Quirófano a Demanda;SFERE;false;;;;
Quirófano;PA_PASOPR0010;Uso de tiempo medio de intervención por cirujano;SFERE;true;;;;
Quirófano;PA_PASOPR0011;Rol que actua como principal en el Equipo Médico;SFERE;CI;;;;
Quirófano;PA_PASOPR0012;Indica si al modificar material de la hoja operatoria, realiza una acción de eliminar y crear;SFERE;0;;;;
Quirófano;PA_PASOPR0013;Técnica de realización visible en procedimientos quirúrgicos;SFERE;false;;;;
Quirófano;PA_PASOPR0014;Tiempo de auto-refresco para la pantalla de Área Quirúrgica (en segundos);SFERE;600;;;;
Quirófano;PA_PASOPR0015;Tiempo de auto-refresco para la pantalla de Pizarra de Quir¿fano (en segundos);SFERE;600;;;;
Quirófano;PA_PASOPR0016;N¿mero de filas a mostrar en la pizarra de Quir¿fano;SFERE;8;;;;
Quirófano;PA_PASOPR0017;Indica si la búsqueda de materiales se ha de realizar con un LIKE;SFERE;1;;;;
Quirófano;PA_PASOPR0018;Al prescribir un protocolo de medicación desde la Consola, sólo se registran las actividades seleccionadas en el mantenimiento de actividades de enfermería (Registro selectivo de actividades);SFERE;1;;;;
Quirófano;RESULT_NOC;Código del Resultado de los indicadores para la entrada/salida del Postoperatorio;SFERE;0;;;;
Quirófano;PA_PASOPR0019;Código de tipo de actividad para filtrar procedimientos Quirurgicos en la hoja operatoria;SFERE;;;;;
Quirófano;PA_PASOPR0020;Indica si se visualiza o no el botón de consulta de resultados desde la hoja operatoria (Valores 1 o 0);SFERE;0;;;;
Quirófano;PA_PASOPR0021;Indica el key del servicio al que solicitar los resultados (imágenes) desde la hoja operatoria;SFERE;;;;;
Quirófano;PA_PASOPR0022;Mostrar recordatorio a la hora de guardar el informe operatorio sobre revisar el equipo y el procedimiento;SFERE;false;;;;
Quirófano;PA_PASOPR0031;Cirujano principal obligatorio al realizar reserva;SFERE;false;;;;
Quirófano;PA_PASOPR0033;Asociación automática de procedimientos del episodio a la intervención al crear una reserva quirúrgica;SFERE;0;;;;
Quirófano;PA_PASOPR0032;Mostrar advertencia de inclusión RDQ sin Número de Autorización;SFERE;0;;;;
Quirófano;PA_PASOPR0030;Parámetro para incluir las prescripciones de una URPA de Quirófano en el carro de la planta ingresada;SFERE;false;;;;
Nutrición y dietética;PA_PASNUT0002;Comienzo del periodo de dietas de verano;SFERE;01/06/2008;11/05/2021;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Nutrición y dietética;PA_PASNUT0003;Comienzo del periodo de dietas de invierno;SFERE;02/10/2008;07/10/2020;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Nutrición y dietética;PA_PASNUT0004;Fecha de inicio del ciclo de dietas;SFERE;01/01/2008;09/10/2018;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Nutrición y dietética;PA_PASNUT0005;Número de días del ciclo de dietas;SFERE;28;9;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Nutrición y dietética;PA_PASNUT0006;Servicio de Dietética por defecto;SFERE;;03-ALI;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Nutrición y dietética;PA_PASNUT0007;Parámetro para activar/desactivar los servicios de nutrición;SFERE;true;;;;
Nutrición y dietética;PA_PASNUT0008;Búsqueda Pizarra de Platos por Prescripción;SFERE;;1;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Nutrición y dietética;PA_PASNUT0001;Búsqueda Pizarra de dietas por prescripción;SFERE;1;1;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Nutrición y dietética;PA_CISMED0048;Tiempo permitido para eliminar una prescripción de nutrición enteral de un paciente;SFERE;PA_CISMED0032;;;;
Nutrición y dietética;PA_CISMED0049;Tiempo permitido para modificar una prescripción de nutrición enteral de un paciente;SFERE;PA_CISMED0032;;;;
Nutrición y dietética;PA_PASNUT0009;Indica si la dieta absoluta es visible en pizarra de dietas cuando se busca por prescrpciones;SFERE;TRUE;;;;
Nutrición y dietética;PA_PASNUT0010;Indica si la prescripción de dieta es con sal o sin sal por defecto(Valores 1 o 0);SFERE;0;;;;
Nutrición y dietética;PA_PASNUT0011;Indica si la prescripción de dieta del acompañante  es con sal o sin sal por defecto(Valores 1 o 0);SFERE;0;;;;
Archivo;PA_PASARC0002;Permitir cambiar el nhc de la carpeta física de la historia;SFERE;0;;;;
Archivo;PA_PASARC0001;Archivo por defecto donde se guardan las fichas médicas;SFERE;;CNTRL;;H. San Juan de Dios Sevilla;
Archivo;PA_PASARC0005;Se permite la solicitud de carpetas de historia clínica a archivo;SFERE;0;;;;
Archivo;PA_PASARC0003;Posibilidad de registrar un nuevo tipo de movimiento al imprimir las etiquetas de las historias: IMPRESIÓN DE ETIQUETAS;SFERE;0;;;;
Archivo;PA_PASARC0004;La historia se crea prestada cuando se crea depediendo del comportamiento del episodio secundario;SFERE;0;;;;
Archivo;PA_PASARC0008;Activación de circuito de visación de archivo en Sfere;SFERE;0;;;;
Archivo;PA_PASARC0009;Número máximo de registros en la busqueda principal para búsqueda de historias duplicadas;SFERE;10000;;;;
Procesos;PA_COMPRO0004;Utilización de procesos en Altas;SFERE;false;;;;
Procesos;PA_COMPRO0001;Número de procesos a mostrar para creación rápida ;SFERE;20;;;;
Procesos;PA_COMPRO0002;Minutos de margen para eliminación de procesos;SFERE;60;;;;
Procesos;PA_COMPRO0003;Utilización de procesos en la aplicación;SFERE;true;;;;
CMBD;PA_PASCMD0002;Código NUHSA para el centro actual.;SFERE;JHN;;;;
CMBD;PA_PASCMD0008;Parámetro que indica la clave del grupo al que pertenecen los sitemas de los diagnósticos morfologicos;SFERE;020;;;;
CMBD;PA_PASCMD0003;Tipo de diagnóstico secundario CMBD;SFERE;SA;;;;
CMBD;PA_PASCMD0004;Tipo de diagnóstico causa externa CMBD;SFERE;SA;;;;
CMBD;PA_PASCMD0005;Tipo de diagnóstico morfológico CMBD;SFERE;SA;;;;
CMBD;PA_PASCMD0006;Hora Censal para el cálcuo de estancias de CMBD;SFERE;00:00;;;;
CMBD;PA_PASCMD0009;Parámetro que establece un orden de preferencia para la carga automática de un identificador externo;SFERE;"""I_UPP_ALT;I_PSI_ALTP;I_AM_ALT11""";;;;
Integración;PA_COMINT0001;Indica si se usa integración;SFERE;true;;;;
Integración;PA_COMINT0002;Identificador del operador que se utilizará para las operaciones de integración;SFERE;INTEGRATOR;SEVILLA;ÁREA HOSPITALARIA SEVILLA;Hospital S.J.D. Sevilla;
Integración;PA_COMINT0003;Tipo de alerta de las alertas generadas por integración;SFERE;MENSAJE;;;;
Integración;PA_CISNUR0030;Integración con dispositivos médicos activo;SFERE;true;;;;
Integración;PA_CISNUR0031;Integración dispositivos médicos. Minutos de validez de datos recibidos;SFERE;1;;;;
Integración;PA_COMINT0004;Par Entidad/Tarifa que se le aplicará al episodio creado por peticiones enviadas desde sistemas externos;SFERE;CONSO/CONSO;;;;
Integración;PA_COMINT0006;Médico Externo que se asignará, en caso de no venir informado, al episodio creado por peticiones enviadas desde sistemas externos;SFERE;GEN-XXXXX;;;;
Integración;PA_COMINT0007;Centro Médico Externo que se asignará, en caso de no venir informado, al episodio creado por peticiones enviadas desde sistemas externos;SFERE;XXXXX;;;;
Integración;PA_COMINT0008;Identificador del Paciente que se tendrá en cuenta para las peticiones enviadas desde sistemas externos a SSII;SFERE;NUHSA;NUHSA;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Integración;PA_COMAPP0051;Url base de la plataforma de firma de documentos;SFERE;https://bonsign.wsg127.com;;;;
Integración;PA_COMAPP0052;Se usa integración con plataforma de firmas de documentos WISE;SFERE;false;0;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Integración;PA_COMAPP0053;Authorization Wise Security;SFERE;Basic bWVlQGhvc3BpdGFsU0pkRC5lczpRTExYbDNKVyNJVmQhTyZm;;;;
Integración;PA_COMAPP0059;Código del proyecto de Firebase que contiene la configuración;SFERE;;;;;
Integración;PA_COMINT0015;Identificador del Paciente que se tendrá en cuenta para la búsqueda, registro y reprocesamiento de errores en la importación RDQ mediante excel;SFERE;NUHSA;NUHSA;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Integración;PA_COMAPP0063;Se usa integración con plataforma de firmas de documentos;SFERE;false;;;;
Farmacia;PA_DISPHA0001;Indicativo si el circuito de distribución de medicación intrahospitalaria por recetas está activado;SFERE;0;;;;
Farmacia;PA_DISPHA0001;Indicativo si el circuito de distribución de medicación intrahospitalaria por recetas está activado;TiCares;0;;;;
Farmacia;PA_DISPHA0002;Indica el periodo de cobertura de Recetas (en días) utilizado por defecto en el circuito de recetas de distribución de medicación;SFERE;1;;;;
Farmacia;PA_DISPHA0002;Indica el periodo de cobertura de Recetas (en días) utilizado por defecto en el circuito de recetas de distribución de medicación;TiCares;1;;;;
Farmacia;PA_DISPHA0003;Indica la activación o no del registro de medicación aportada paciente;SFERE;1;;;;
Farmacia;PA_DISPHA0003;Indica la activación o no del registro de medicación aportada paciente;TiCares;1;;;;
Farmacia;PA_DISPHA0004;Indica la hora de entrega del carro si estamos utilizando el sistema de distribución por recetas;SFERE;16:00;;;;
Farmacia;PA_DISPHA0004;Indica la hora de entrega del carro si estamos utilizando el sistema de distribución por recetas;TiCares;16:00;;;;
Farmacia;PA_DISPHA0005;Código de la Aplicación de Quirófanos;SFERE;TiOperationRoom;;;;
Farmacia;PA_DISPHA0005;Código de la Aplicación de Quirófanos;TiCares;TiOperationRoom;;;;
Farmacia;PA_DISPHA0006;Código de la Aplicación de Urgencias;SFERE;PasEmergency;;;;
Farmacia;PA_DISPHA0006;Código de la Aplicación de Urgencias;TiCares;PasEmergency;;;;
Farmacia;PA_DISPHA0007;Tiempo (en minutos) que indica el refresco de la pantalla registro de entregas urgentes;SFERE;10;;;;
Farmacia;PA_DISPHA0007;Tiempo (en minutos) que indica el refresco de la pantalla registro de entregas urgentes;TiCares;10;;;;
Farmacia;PA_DISPHA0008;Parámetro para almacenar la XKEY de la unidad de prescripción mililitro;SFERE;ml;;;;
Farmacia;PA_DISPHA0008;Parámetro para almacenar la XKEY de la unidad de prescripción mililitro;TiCares;ml;;;;
Farmacia;PA_DISPHA0009;Indica si el paciente con distribución de farmacia por carros se lleva la medicación en los cambios de cama, cambios de servicio o desplazamientos;SFERE;1;;;;
Farmacia;PA_DISPHA0009;Indica si el paciente con distribución de farmacia por carros se lleva la medicación en los cambios de cama, cambios de servicio o desplazamientos;TiCares;1;;;;
Farmacia;PA_DISPHA0010;Parámetro para la definición por centro de la etiqueta de distribución de medicamento;SFERE;etiqueta_centro_general;;;;
Farmacia;PA_DISPHA0010;Parámetro para la definición por centro de la etiqueta de distribución de medicamento;TiCares;etiqueta_centro_general;;;;
Farmacia;PA_DISPHA0011;Servicios que generan receta urgente al crear la prescripción.Si no existe parametro no se crea receta;SFERE;;;;;
Farmacia;PA_DISPHA0011;Servicios que generan receta urgente al crear la prescripción.Si no existe parametro no se crea receta;TiCares;;15-URG;;H. SAN JUAN DE DIOS DEL ALJARAFE;
Farmacia;PA_DISPHA0012;Indica si se generan entregas fuera de carro para las prescripciones desde la consola de quirófano al salir de la misma (finalizar asistencia);SFERE;false;;;;
Farmacia;PA_DISPHA0012;Indica si se generan entregas fuera de carro para las prescripciones desde la consola de quirófano al salir de la misma (finalizar asistencia);TiCares;false;;;;
Farmacia;PA_DISPHA0013;Indica si se generan entregas fuera de carro para las prescripciones no cubiertas por ningún carro en el alta de episodio de urgencias, hospitalización y cex;SFERE;false;;;;
Farmacia;PA_DISPHA0013;Indica si se generan entregas fuera de carro para las prescripciones no cubiertas por ningún carro en el alta de episodio de urgencias, hospitalización y cex;TiCares;false;;;;
